Movie ID,Title,Release Year,Genre,Box Office Gross ($),Production Budget ($),Lead Actor,Director
320,Security those,2015,Sci-Fi,1391219833.0,5543931,James Lynch,Jason Day
321,Guess how,2019,Sci-Fi,1829767380.0,136290779,Catherine Bush,Emily Rios
322,Begin already staff,2023,Thriller,1803551428.0,152760995,Nathan Mendez,Mary Wilson
323,Without quality specific,2019,Drama,1917358130.0,102125050,Joseph Davila,Melissa Landry
324,Garden once many,2021,Thriller,301496326.0,268025000,Laurie Austin,Andrea Anderson
325,Run seven federal vote,20a9,Horror,1561253972.0,288030032,David Peters,Catherine Good
326,All,2017,Horror,1199828557.0,53400246,Patricia Collins,Kristen Wilson
327,Law according,2020,Thriller,763965293.0,165865149,Michael Davis,Carmen Kelly
328,Enough table financial,2022,Action,1254216957.0,39233657,John Kelly,Denise Mccormick
329,Southern answer feel challenge,2015,Horror,295989633.0,184969494,Julie Jackson,Michelle Jones
330,Side best of,2017,Horror,715316291.0,95931807,Glen Peterson,
331,Despite,2017,Romance,1052358785.0,48266839,Amy Gonzalez,Andrea Anderson
332,Page establish,2015,Action,1570078412.0,8557594,Joseph Davila,Jennifer Kim
332,Page establish,2015,Action,1570078412.0,8557594,Joseph Davila,Jennifer Kim
333,Everyone game bag,20a6,Comedy,740485504.0,56141056,Matthew Lyons,Chad Porter
334,Generation stock happy,2019,Sci-Fi,1281694643.0,233822246,Anthony James MD,Matthew Holmes
335,Paper sing too,2021,Action,1562583154.0,114381891,Matthew Lyons,Mark Gross
336,Everybody line state,2015,Sci-Fi,550303066.0,27084925,Glen Peterson,Craig Parks
337,Use relationship recent,20a5,Sci-Fi,266418383.0,255689592,Craig Arnold,Clinton Harris
337,Use relationship recent,20a5,Sci-Fi,266418383.0,255689592,Craig Arnold,Clinton Harris
338,Forget,2016,Thriller,1338448032.0,74639105,Nathan Mendez,Emily Rios
339,Character commercial,2016,Sci-Fi,429958533.0,281861925,Tiffany Lee,Rachel Hunt
340,Talk task long,2018,Thriller,710965864.0,7844780,Patrick Simmons,Catherine Good
341,Summer conference institution,2023,Action,218519645.0,125103233,Meghan Harding,Melissa Landry
342,Performance exist but,2015,Horror,1722414519.0,229704434,Nathan Mendez,John Davis
342,Performance exist but,2015,Horror,1722414519.0,229704434,Nathan Mendez,John Davis
343,Along role,2017,Drama,940984766.0,145047510,Andrew Bennett,Mary Wilson
344,Factor hand,2022,Drama,1482554189.0,227419841,Christina Reynolds,Angela Pierce
345,Painting continue which,2017,Action,1269626619.0,236236866,David Holland,Emily Rios
345,Painting continue which,2017,Action,1269626619.0,236236866,David Holland,Emily Rios
346,Interest medical star,2017,Sci-Fi,243531384.0,237592505,,Richard Brooks
346,Interest medical star,2017,Sci-Fi,243531384.0,237592505,,Richard Brooks
347,Television fly final bill,2023,Horror,1555291843.0,182623774,Mike Haas,Marvin Lee
348,Wife traditional,2022,Drama,1378405576.0,30294961,,Christina Simmons
349,Book word leave,2017,Action,689555884.0,150334473,Thomas Lee,Nancy Burns
350,Newspaper lose cultural,2022,Sci-Fi,963284389.0,?,Amanda Frey,Matthew Holmes
351,Could white,20a8,Sci-Fi,,49799175,Susan Molina,Christina Simmons
352,Second alone only ahead,2022,Drama,117555130.0,244986344,Raymond Thompson,Brenda Morgan
353,Walk day,2022,Action,1415999004.0,184264707,Jason Lopez,Rachel Hunt
354,Boy between,2016,Action,1058468505.0,220693353,Susan Molina,Mark Gross
355,Kitchen after training,2022,Horror,1540290332.0,223517075,,Denise Mccormick
356,Commercial exist staff,2022,Sci-Fi,1083756052.0,268806588,,Kristen Wilson
357,Go instead painting,2022,Romance,1955599860.0,94227776,Anthony James MD,Catherine Good
358,Leader radio example smile,2023,Sci-Fi,1308803989.0,134272186,Michael Davis,Richard Martinez
359,Most cup,2023,Drama,1177404365.0,298201838,John Kelly,Janet Miller
360,Ever final,2017,Thriller,382849865.0,174077193,Joseph Davila,Brenda Morgan
361,Benefit foot,2021,Thriller,1807869772.0,227766955,Gerald Johnson,Nancy Burns
362,Quite,2018,Drama,346606114.0,135518916,Glen Peterson,Rachel Hunt
363,Half young within,2020,Horror,1324083639.0,121424111,Angela Parker,Christina Simmons
364,Agree wide easy,2019,Thriller,1990610982.0,224642294,Melanie Gonzalez,Kristen Wilson
365,Each director,2018,Romance,1848791002.0,122090426,Daniel Evans,Derek Bradford
366,Behind finish first,2018,Horror,416533174.0,96254800,Deborah Ali,Steven Hudson
367,Stand left,2015,Sci-Fi,568450217.0,137910754,,Diane Meza
367,Stand left,2015,Sci-Fi,568450217.0,137910754,,Diane Meza
368,Chance better represent,2015,Horror,1323009566.0,162681262,Julie Jackson,Chad Porter
369,Relate sister new thought,2018,Comedy,1689476709.0,224301384,Ann Grimes,James Kelly
370,Hot mother candidate,2020,Drama,1617315789.0,255937010,Joseph Davila,Brandon Gallagher
371,Author best,2018,Thriller,1334870175.0,22408935,Amanda Frey,Mark Gross
372,Technology party spring,2019,Action,1766465761.0,277117574,Sarah Mcconnell,Rachel Hunt
373,Risk specific treat,2023,Action,360477607.0,289823037,Jason Lopez,Catherine Good
374,Event piece,2021,Horror,1155818377.0,234666494,Deborah Ali,Diane Meza
374,Event piece,2021,Horror,1155818377.0,234666494,Deborah Ali,Diane Meza
375,Around need,2015,Action,383235255.0,38818308,Thomas Lee,Sara Thompson
376,Deep past,2021,Drama,,288137018,,Chad Porter
377,Imagine particularly sport whether,2016,Drama,228924342.0,162786429,Meghan Harding,Richard Martinez
378,Method identify new,2015,Sci-Fi,473158054.0,210912534,Tracy Keith,Clinton Harris
379,Inside,2020,Action,1193003203.0,23426784,,Terry Harrell
380,Property house statement,2018,Thriller,1559938580.0,222542194,Chad Perkins,Steven Hudson
381,Road might good,2018,Action,1718256888.0,30199497,Angela Parker,Kristen Wilson
382,Direction still break,2019,Action,1247819672.0,178624240,Veronica Wallace,Marvin Lee
383,Name activity company religious,2018,Drama,706117824.0,165108279,Alyssa Clark,Derek Bradford
384,Defense trade,2017,Action,1688192254.0,235142326,Richard Everett,Matthew Vega
385,Raise tough for,2022,Drama,1046763085.0,95365887,Andrew Bennett,Mr. Brent Bryan
386,Two list,2016,Thriller,41008245.0,17747273,Matthew Lyons,Carmen Kelly
387,Throughout by,20a7,Romance,1159947785.0,80796726,Thomas Lee,Carmen Kelly
388,Full gas,2022,Romance,853089644.0,6686365,Susan Molina,Holly Long
389,Blood cultural Mr,2017,Romance,1417079281.0,79490018,David Peters,John Davis
390,Cup certain hundred,2016,Drama,92930416.0,279037515,Richard Everett,Michelle Jones
391,Mr space,20a7,Action,1120639779.0,147831677,Laurie Austin,Denise Marsh
392,Beat color really,2020,Romance,1795156175.0,?,Thomas Lee,Joshua Martin
393,Task whose tell,2022,Romance,,237168817,Deborah Ali,Amanda Olson
394,Other even,2020,Romance,255112211.0,223594024,Jason Nielsen,Denise Mccormick
395,Special level,2017,Thriller,49202508.0,69657796,Christina Reynolds,Christina Simmons
395,Special level,2017,Thriller,49202508.0,69657796,Christina Reynolds,Christina Simmons
396,Republican room,2015,Comedy,387627675.0,218677703,Julie Jackson,Matthew Vega
397,Nor,2016,Comedy,1013352686.0,92572345,Leslie Durham,Carmen Kelly
398,Effort,2023,Drama,1473295814.0,244454928,Deborah Ali,Nancy Burns
399,Ability leave,20a9,Horror,1470668732.0,81295055,Bryan Livingston,Emily Rios
400,Concern hotel,2023,Romance,201123927.0,70969763,Tracy Keith,Jennifer Duncan
